source,target,cor,P/N
B_Acetobacter,B_Liberibacter,0.282142495,P
B_Tetragenococcus,B_Liberibacter,0.3885082,P
B_Apibacter,B_Liberibacter,0.347789191,P
B_Acidiphilium,B_Liberibacter,0.281450453,P
B_Kordiimonas,B_Liberibacter,0.322558494,P
B_Thiococcus,B_Liberibacter,0.282468945,P
B_Chromohalobacter,B_Liberibacter,0.279312188,P
B_Victivallis,B_Liberibacter,0.275008393,P
B_Halothece,B_Liberibacter,0.32163415,P
B_Desulfosporosinus,B_Liberibacter,0.278809683,P
B_Modestobacter,B_Alteromonas,0.274168654,P
B_Devosia,B_Sphingopyxis,0.344353284,P
B_Nostoc,B_Sphingopyxis,0.304537939,P
B_Auritidibacter,B_Sphingopyxis,0.292354055,P
B_Agromyces,B_Sphingopyxis,0.286509261,P
B_Nakamurella,B_Sphingopyxis,0.277681966,P
B_Olsenella,B_Sphingopyxis,0.370012439,P
B_Solimonas,B_Sphingopyxis,0.340440144,P
B_Starkeya,B_Sphingopyxis,0.315702184,P
B_Kitasatospora,B_Sphingopyxis,0.298044224,P
B_Aureimonas,B_Sphingopyxis,0.282181631,P
B_Agrococcus,B_Sphingopyxis,0.28558825,P
F_Dactylina,B_Sphingopyxis,0.278415774,P
F_Pseudomicrostroma,B_Sphingopyxis,0.302398255,P
B_Novosphingobium,B_Calothrix,0.309098753,P
B_Phenylobacterium,B_Calothrix,0.27777677,P
B_Dyadobacter,B_Calothrix,0.292644642,P
B_Acidiphilium,B_Calothrix,0.286651042,P
B_Pseudopropionibacterium,B_Calothrix,0.295511992,P
F_Clavispora,B_Calothrix,0.276484243,N
F_Kriegeria,B_Calothrix,0.27397773,P
F_Apiotrichum,B_Calothrix,0.282476178,P
F_Xenoacremonium,B_Rhizobium,0.280805201,N
B_Candidatus Cardinium,B_Riemerella,0.569934674,P
B_Elizabethkingia,B_Riemerella,0.654909927,P
B_Cloacibacterium,B_Riemerella,0.435433351,P
B_Sphingosinicella,B_Riemerella,0.381872128,P
B_Bosea,B_Riemerella,0.332829494,P
B_Finegoldia,B_Riemerella,0.285210226,P
B_Citricoccus,B_Riemerella,0.280694742,P
B_Lachnoanaerobaculum,B_Riemerella,0.420500309,P
B_Delftia,B_Riemerella,0.289950377,P
B_Thioclava,B_Riemerella,0.402489487,P
B_Schaalia,B_Riemerella,0.317326469,P
B_Arthrobacter,B_Riemerella,0.298054805,P
B_Bacteroides,B_Riemerella,0.376181223,P
B_Phenylobacterium,B_Riemerella,0.41438279,P
B_Lysobacter,B_Riemerella,0.297501939,P
B_Campylobacter,B_Riemerella,0.275500306,P
B_Blautia,B_Riemerella,0.475921939,P
B_Candidatus Sulcia,B_Riemerella,0.352717825,P
B_Alistipes,B_Riemerella,0.741116583,P
B_Herbaspirillum,B_Riemerella,0.285978687,P
B_Auritidibacter,B_Riemerella,0.331523862,P
B_Hydrogenobaculum,B_Riemerella,0.332640395,P
B_Candidatus Saccharimonas,B_Riemerella,0.667258369,P
B_Paenarthrobacter,B_Riemerella,0.278933427,P
B_Spirochaeta,B_Riemerella,0.29964907,P
B_Porphyromonas,B_Riemerella,0.291700538,P
B_Tessaracoccus,B_Riemerella,0.281890884,P
B_Luteimonas,B_Riemerella,0.321372681,P
B_Corallococcus,B_Riemerella,0.728942803,P
B_Arsenicicoccus,B_Riemerella,0.379862553,P
B_Tsukamurella,B_Riemerella,0.297550834,P
B_Nakamurella,B_Riemerella,0.355748611,P
B_Tannerella,B_Riemerella,0.290763357,P
B_Alcanivorax,B_Riemerella,0.279832797,P
B_Pontibacter,B_Riemerella,0.55760305,P
B_Granulicatella,B_Riemerella,0.290854581,P
B_Martelella,B_Riemerella,0.402854681,P
B_Acetobacter,B_Riemerella,0.339992178,P
B_Candidatus Phytoplasma,B_Riemerella,0.436481394,P
B_Solimonas,B_Riemerella,0.396672006,P
B_Zymomonas,B_Riemerella,0.4301088,P
B_Lutibacter,B_Riemerella,0.667570081,P
B_Micropruina,B_Riemerella,0.507609304,P
B_Tetragenococcus,B_Riemerella,0.475038234,P
B_Apibacter,B_Riemerella,0.584264214,P
B_Streptosporangium,B_Riemerella,0.286935143,P
B_Acidiphilium,B_Riemerella,0.473527158,P
B_Kordia,B_Riemerella,0.279465963,P
B_Micavibrio,B_Riemerella,0.371442672,P
B_Methylophaga,B_Riemerella,0.342517779,P
B_Pseudaminobacter,B_Riemerella,0.336998377,P
B_Kordiimonas,B_Riemerella,0.43487917,P
B_Haematobacter,B_Riemerella,0.315536524,P
B_Chromohalobacter,B_Riemerella,0.517556111,P
B_Ectothiorhodospira,B_Riemerella,0.389549426,P
B_Blastomonas,B_Riemerella,0.427373898,P
B_Austwickia,B_Riemerella,0.412089115,P
B_Cyanothece,B_Riemerella,0.342886269,P
B_Acholeplasma,B_Riemerella,0.45755994,P
B_Victivallis,B_Riemerella,0.349614087,P
B_Kineococcus,B_Riemerella,0.275649715,P
B_Aphanizomenon,B_Riemerella,0.328454115,P
F_Schizothyrium,B_Riemerella,0.335276794,P
F_Xeromyces,B_Riemerella,0.282178887,P
F_Scheffersomyces,B_Riemerella,0.381561615,P
F_Xenoacremonium,B_Riemerella,0.279753271,N
F_Symbiotaphrina,B_Riemerella,0.286412095,P
F_Tulostoma,B_Riemerella,0.339370657,N
F_Lachnella,B_Riemerella,0.351391007,P
F_Phellinus,B_Riemerella,0.40428595,P
F_Phellopilus,B_Riemerella,0.389932565,P
F_Phlebia,B_Riemerella,0.325781168,P
F_Trametes,B_Riemerella,0.344374789,P
F_Macrohyporia,B_Riemerella,0.332707661,P
F_Neogloea,B_Riemerella,0.349921111,P
F_Claroideoglomus,B_Riemerella,0.29674684,N
B_Arsenophonus,B_Leptolyngbya,0.299382932,P
B_Geobacillus,B_Leptolyngbya,0.280536108,P
B_Agrobacterium,B_Aeromonas,0.348219863,P
B_Olsenella,B_Aeromonas,0.297140782,P
B_Lysinibacillus,B_Aeromonas,0.277576617,P
B_Elizabethkingia,B_Candidatus Cardinium,0.48801291,P
B_Cloacibacterium,B_Candidatus Cardinium,0.39496705,P
B_Sphingosinicella,B_Candidatus Cardinium,0.369071996,P
B_Exiguobacterium,B_Candidatus Cardinium,0.327281465,P
B_Finegoldia,B_Candidatus Cardinium,0.318181197,P
B_Lachnoanaerobaculum,B_Candidatus Cardinium,0.442161972,P
B_Thioclava,B_Candidatus Cardinium,0.329750332,P
B_Bacteroides,B_Candidatus Cardinium,0.324382792,P
B_Phenylobacterium,B_Candidatus Cardinium,0.39223489,P
B_Lysobacter,B_Candidatus Cardinium,0.313784575,P
B_Nocardiopsis,B_Candidatus Cardinium,0.360034459,P
B_Candidatus Sulcia,B_Candidatus Cardinium,0.319467523,P
B_Alistipes,B_Candidatus Cardinium,0.595545131,P
B_Auritidibacter,B_Candidatus Cardinium,0.41633278,P
B_Candidatus Saccharimonas,B_Candidatus Cardinium,0.585546296,P
B_Actinoplanes,B_Candidatus Cardinium,0.275516419,P
B_Tessaracoccus,B_Candidatus Cardinium,0.435324683,P
B_Luteimonas,B_Candidatus Cardinium,0.389847285,P
B_Corallococcus,B_Candidatus Cardinium,0.529162818,P
B_Arsenicicoccus,B_Candidatus Cardinium,0.541420884,P
B_Tsukamurella,B_Candidatus Cardinium,0.358222711,P
B_Nakamurella,B_Candidatus Cardinium,0.362277203,P
B_Tannerella,B_Candidatus Cardinium,0.315085584,P
B_Alcanivorax,B_Candidatus Cardinium,0.301295886,P
B_Pontibacter,B_Candidatus Cardinium,0.431367205,P
B_Martelella,B_Candidatus Cardinium,0.368694921,P
B_Candidatus Phytoplasma,B_Candidatus Cardinium,0.416047647,P
B_Solimonas,B_Candidatus Cardinium,0.29300639,P
B_Zymomonas,B_Candidatus Cardinium,0.358954577,P
B_Lutibacter,B_Candidatus Cardinium,0.552284697,P
B_Micropruina,B_Candidatus Cardinium,0.328595126,P
B_Tetragenococcus,B_Candidatus Cardinium,0.327095603,P
B_Apibacter,B_Candidatus Cardinium,0.601428226,P
B_Acidiphilium,B_Candidatus Cardinium,0.420323805,P
B_Pseudopropionibacterium,B_Candidatus Cardinium,0.346031874,P
B_Methylophaga,B_Candidatus Cardinium,0.360040812,P
B_Chromohalobacter,B_Candidatus Cardinium,0.36513442,P
B_Ectothiorhodospira,B_Candidatus Cardinium,0.277161357,P
B_Panacibacter,B_Candidatus Cardinium,0.363787145,P
B_Austwickia,B_Candidatus Cardinium,0.42033678,P
B_Cyanothece,B_Candidatus Cardinium,0.347661494,P
B_Geobacillus,B_Candidatus Cardinium,0.346584172,P
B_Methylorubrum,B_Candidatus Cardinium,0.35091054,P
B_Acholeplasma,B_Candidatus Cardinium,0.393908896,P
B_Victivallis,B_Candidatus Cardinium,0.311592408,P
B_Kineococcus,B_Candidatus Cardinium,0.284176535,P
F_Passalora,B_Candidatus Cardinium,0.300416745,P
F_Schizothyrium,B_Candidatus Cardinium,0.282697113,P
F_Xeromyces,B_Candidatus Cardinium,0.311524618,P
F_Absconditella,B_Candidatus Cardinium,0.292814569,P
F_Xenoacremonium,B_Candidatus Cardinium,0.298745102,N
F_Phellinus,B_Candidatus Cardinium,0.312548616,P
F_Ganoderma,B_Candidatus Cardinium,0.291020857,P
F_Boothiomyces,B_Candidatus Cardinium,0.286530507,N
B_Cloacibacterium,B_Elizabethkingia,0.473227431,P
B_Sphingosinicella,B_Elizabethkingia,0.47388391,P
B_Bosea,B_Elizabethkingia,0.291002397,P
B_Finegoldia,B_Elizabethkingia,0.297684772,P
B_Lachnoanaerobaculum,B_Elizabethkingia,0.350089529,P
B_Delftia,B_Elizabethkingia,0.397828313,P
B_Thioclava,B_Elizabethkingia,0.293447121,P
B_Bacteroides,B_Elizabethkingia,0.507298023,P
B_Phenylobacterium,B_Elizabethkingia,0.376288248,P
B_Lysobacter,B_Elizabethkingia,0.364221098,P
B_Nocardia,B_Elizabethkingia,0.30729546,P
B_Salinibacterium,B_Elizabethkingia,0.282849164,P
B_Blautia,B_Elizabethkingia,0.47167147,P
B_Candidatus Sulcia,B_Elizabethkingia,0.334273084,P
B_Alistipes,B_Elizabethkingia,0.599718941,P
B_Herbaspirillum,B_Elizabethkingia,0.305145579,P
B_Auritidibacter,B_Elizabethkingia,0.322810182,P
B_Candidatus Saccharimonas,B_Elizabethkingia,0.579023305,P
B_Altererythrobacter,B_Elizabethkingia,0.338825204,P
B_Corallococcus,B_Elizabethkingia,0.574906432,P
B_Arsenicicoccus,B_Elizabethkingia,0.309964824,P
B_Tsukamurella,B_Elizabethkingia,0.372717405,P
B_Nakamurella,B_Elizabethkingia,0.382261242,P
B_Tannerella,B_Elizabethkingia,0.299219035,P
B_Magnetospirillum,B_Elizabethkingia,0.281604221,P
B_Pontibacter,B_Elizabethkingia,0.480399275,P
B_Martelella,B_Elizabethkingia,0.423635191,P
B_Candidatus Phytoplasma,B_Elizabethkingia,0.313599258,P
B_Caulobacter,B_Elizabethkingia,0.27392667,P
B_Solimonas,B_Elizabethkingia,0.340413771,P
B_Zymomonas,B_Elizabethkingia,0.304230825,P
B_Lutibacter,B_Elizabethkingia,0.530603218,P
B_Micropruina,B_Elizabethkingia,0.319155644,P
B_Tetragenococcus,B_Elizabethkingia,0.29415116,P
B_Desulfovibrio,B_Elizabethkingia,0.284618932,P
B_Apibacter,B_Elizabethkingia,0.515320801,P
B_Streptosporangium,B_Elizabethkingia,0.329883457,P
B_Acidiphilium,B_Elizabethkingia,0.467370876,P
B_Micavibrio,B_Elizabethkingia,0.374289554,P
B_Methylophaga,B_Elizabethkingia,0.298518565,P
B_Pseudaminobacter,B_Elizabethkingia,0.273440766,P
B_Kordiimonas,B_Elizabethkingia,0.353537841,P
B_Modestobacter,B_Elizabethkingia,0.394007156,P
B_Chromohalobacter,B_Elizabethkingia,0.342869279,P
B_Panacibacter,B_Elizabethkingia,0.286660438,P
B_Blastomonas,B_Elizabethkingia,0.308528523,P
B_Austwickia,B_Elizabethkingia,0.360278176,P
B_Cyanothece,B_Elizabethkingia,0.276368219,P
B_Chromobacterium,B_Elizabethkingia,0.303381689,P
B_Methylorubrum,B_Elizabethkingia,0.279820513,P
B_Pectobacterium,B_Elizabethkingia,0.275836162,P
B_Acholeplasma,B_Elizabethkingia,0.392654698,P
B_Aphanizomenon,B_Elizabethkingia,0.400220769,P
B_Brevibacillus,B_Elizabethkingia,0.281515932,P
B_Defluviimonas,B_Elizabethkingia,0.341253904,P
B_Halothece,B_Elizabethkingia,0.275483836,P
F_Schizothyrium,B_Elizabethkingia,0.283703098,P
F_Xeromyces,B_Elizabethkingia,0.348415354,P
F_Phialocephala,B_Elizabethkingia,0.335878731,P
F_Hyphopichia,B_Elizabethkingia,0.283807468,N
F_Kallichroma,B_Elizabethkingia,0.275478029,P
F_Tulostoma,B_Elizabethkingia,0.316135914,N
F_Lachnella,B_Elizabethkingia,0.329206758,P
F_Phellinus,B_Elizabethkingia,0.432022886,P
F_Phellopilus,B_Elizabethkingia,0.403645474,P
F_Trametes,B_Elizabethkingia,0.28651407,P
F_Macrohyporia,B_Elizabethkingia,0.365271519,P
F_Neogloea,B_Elizabethkingia,0.351054864,P
F_Boothiomyces,B_Elizabethkingia,0.312866953,N
F_Claroideoglomus,B_Elizabethkingia,0.318403101,N
F_Mortierella,B_Elizabethkingia,0.303700303,N
F_Syncephalastrum,B_Elizabethkingia,0.303760964,P
B_Citricoccus,B_Cloacibacterium,0.293191886,P
B_Lachnoanaerobaculum,B_Cloacibacterium,0.363542875,P
B_Delftia,B_Cloacibacterium,0.327405924,P
B_Thioclava,B_Cloacibacterium,0.281628684,P
B_Bacteroides,B_Cloacibacterium,0.32591183,P
B_Lysobacter,B_Cloacibacterium,0.306343258,P
B_Pseudoalteromonas,B_Cloacibacterium,0.339814843,P
B_Alistipes,B_Cloacibacterium,0.3889114,P
B_Candidatus Saccharimonas,B_Cloacibacterium,0.393676375,P
B_Altererythrobacter,B_Cloacibacterium,0.31641386,P
B_Luteimonas,B_Cloacibacterium,0.296423562,P
B_Corallococcus,B_Cloacibacterium,0.404581273,P
B_Arsenicicoccus,B_Cloacibacterium,0.331525042,P
B_Nakamurella,B_Cloacibacterium,0.309910018,P
B_Pontibacter,B_Cloacibacterium,0.362475059,P
B_Martelella,B_Cloacibacterium,0.312807303,P
B_Solimonas,B_Cloacibacterium,0.290343533,P
B_Zymomonas,B_Cloacibacterium,0.315869558,P
B_Lutibacter,B_Cloacibacterium,0.358678058,P
B_Apibacter,B_Cloacibacterium,0.404435556,P
B_Acidiphilium,B_Cloacibacterium,0.290965953,P
B_Chitinophaga,B_Cloacibacterium,0.316552913,P
B_Acholeplasma,B_Cloacibacterium,0.345572303,P
B_Defluviimonas,B_Cloacibacterium,0.289720909,P
F_Placidium,B_Cloacibacterium,0.275707603,N
F_Velutarina,B_Cloacibacterium,0.282203665,N
F_Ascitendus,B_Cloacibacterium,0.279002223,N
F_Phellinus,B_Cloacibacterium,0.292108399,P
F_Trametes,B_Cloacibacterium,0.347912998,P
F_Macrohyporia,B_Cloacibacterium,0.33153609,P
B_Bosea,B_Sphingosinicella,0.365189226,P
B_Finegoldia,B_Sphingosinicella,0.30611868,P
B_Rhodobacter,B_Sphingosinicella,0.316713369,P
B_Thioclava,B_Sphingosinicella,0.362636451,P
B_Bacteroides,B_Sphingosinicella,0.27882041,P
B_Lysobacter,B_Sphingosinicella,0.338487719,P
B_Alistipes,B_Sphingosinicella,0.356106038,P
B_Auritidibacter,B_Sphingosinicella,0.300353357,P
B_Candidatus Saccharimonas,B_Sphingosinicella,0.402173625,P
B_Corallococcus,B_Sphingosinicella,0.32475914,P
B_Tsukamurella,B_Sphingosinicella,0.342434245,P
B_Microlunatus,B_Sphingosinicella,0.275020838,P
B_Pontibacter,B_Sphingosinicella,0.319798499,P
B_Lutibacter,B_Sphingosinicella,0.285853678,P
B_Desulfovibrio,B_Sphingosinicella,0.278154426,P
B_Apibacter,B_Sphingosinicella,0.354641965,P
B_Micavibrio,B_Sphingosinicella,0.274335289,P
B_Pseudaminobacter,B_Sphingosinicella,0.283541327,P
B_Blastomonas,B_Sphingosinicella,0.327681594,P
B_Defluviimonas,B_Sphingosinicella,0.305474545,P
F_Leptosphaeria,B_Sphingosinicella,0.28127177,N
F_Xenoacremonium,B_Sphingosinicella,0.291603042,N
F_Boothiomyces,B_Sphingosinicella,0.29852478,N
F_Claroideoglomus,B_Sphingosinicella,0.306117529,N
B_Methylocella,B_Exiguobacterium,0.305705997,P
F_Teratosphaeria,B_Exiguobacterium,0.280022276,P
F_Placopyrenium,B_Exiguobacterium,0.29967329,P
F_Cryptococcus,B_Exiguobacterium,0.310724352,P
B_Delftia,B_Bosea,0.31131941,P
B_Thioclava,B_Bosea,0.317417429,P
B_Phenylobacterium,B_Bosea,0.276776072,P
B_Aeromicrobium,B_Bosea,0.294221479,P
B_Lysobacter,B_Bosea,0.278640045,P
B_Auritidibacter,B_Bosea,0.353742529,P
B_Mesorhizobium,B_Bosea,0.317734526,P
B_Saccharopolyspora,B_Bosea,0.299225218,P
B_Microlunatus,B_Bosea,0.315095902,P
B_Solimonas,B_Bosea,0.315821131,P
B_Methylophaga,B_Bosea,0.29881112,P
B_Pectobacterium,B_Bosea,0.364573279,P
B_Luteibacter,B_Bosea,0.278227345,P
B_Rhodopseudomonas,B_Bosea,0.321741612,P
F_Coronophora,B_Bosea,0.295388657,P
F_Cortinarius,B_Bosea,0.283459878,P
F_Trametes,B_Bosea,0.289189675,P
F_Boothiomyces,B_Bosea,0.279946739,N
B_Luteimonas,B_Novosphingobium,0.313811743,P
B_Tetragenococcus,B_Novosphingobium,0.281819362,P
B_Labrys,B_Novosphingobium,0.27644943,P
B_Trueperella,B_Novosphingobium,0.311293252,P
F_Dematiopleospora,B_Novosphingobium,0.280695273,P
B_Thioclava,B_Finegoldia,0.283425006,P
B_Candidatus Saccharimonas,B_Finegoldia,0.311284658,P
B_Altererythrobacter,B_Finegoldia,0.3301869,P
B_Tessaracoccus,B_Finegoldia,0.298664904,P
B_Luteimonas,B_Finegoldia,0.359052827,P
B_Arsenicicoccus,B_Finegoldia,0.292752596,P
B_Microlunatus,B_Finegoldia,0.278442032,P
B_Pontibacter,B_Finegoldia,0.319288552,P
B_Kineococcus,B_Finegoldia,0.30381998,P
B_Paraburkholderia,B_Rhodobacter,0.290918628,P
B_Nocardia,B_Rhodobacter,0.295950714,P
B_Asticcacaulis,B_Rhodobacter,0.341814081,P
B_Agrococcus,B_Rhodobacter,0.281978735,P
B_Saccharomonospora,B_Rhodobacter,0.274770372,P
B_Roseovarius,B_Rhodobacter,0.278547447,P
F_Gonapodya,B_Rhodobacter,0.275342631,N
B_Devosia,B_Citricoccus,0.299827396,P
B_Alistipes,B_Citricoccus,0.274556538,P
B_Candidatus Saccharimonas,B_Citricoccus,0.294316716,P
B_Acidipropionibacterium,B_Citricoccus,0.323621654,P
B_Pontibacter,B_Citricoccus,0.384367072,P
B_Modestobacter,B_Citricoccus,0.27957787,P
B_Microcoleus,B_Citricoccus,0.327805013,P
B_Candidatus Nanopelagicus,B_Citricoccus,0.275950403,P
B_Defluviimonas,B_Citricoccus,0.280928658,P
F_Trichoderma,B_Citricoccus,0.277106236,N
F_Hypochniciellum,B_Citricoccus,0.293459303,P
F_Boothiomyces,B_Citricoccus,0.305172083,N
B_Delftia,B_Lachnoanaerobaculum,0.341558546,P
B_Schaalia,B_Lachnoanaerobaculum,0.32493329,P
B_Bacteroides,B_Lachnoanaerobaculum,0.278688411,P
B_Dolosigranulum,B_Lachnoanaerobaculum,0.303819076,P
B_Alistipes,B_Lachnoanaerobaculum,0.48408867,P
B_Anaerostipes,B_Lachnoanaerobaculum,0.29534303,P
B_Candidatus Saccharimonas,B_Lachnoanaerobaculum,0.548590894,P
B_Tessaracoccus,B_Lachnoanaerobaculum,0.407175539,P
B_Corallococcus,B_Lachnoanaerobaculum,0.342428832,P
B_Arsenicicoccus,B_Lachnoanaerobaculum,0.296287929,P
B_Tsukamurella,B_Lachnoanaerobaculum,0.305792752,P
B_Leuconostoc,B_Lachnoanaerobaculum,0.275261027,P
B_Nakamurella,B_Lachnoanaerobaculum,0.307512439,P
B_Olsenella,B_Lachnoanaerobaculum,0.30872342,P
B_Cellulomonas,B_Lachnoanaerobaculum,0.292217351,P
B_Tannerella,B_Lachnoanaerobaculum,0.303594163,P
B_Pontibacter,B_Lachnoanaerobaculum,0.440215629,P
B_Candidatus Phytoplasma,B_Lachnoanaerobaculum,0.390726913,P
B_Solimonas,B_Lachnoanaerobaculum,0.326743987,P
B_Lutibacter,B_Lachnoanaerobaculum,0.392394517,P
B_Micropruina,B_Lachnoanaerobaculum,0.298248842,P
B_Tetragenococcus,B_Lachnoanaerobaculum,0.283543385,P
B_Apibacter,B_Lachnoanaerobaculum,0.339760187,P
B_Acidiphilium,B_Lachnoanaerobaculum,0.279436318,P
B_Kordia,B_Lachnoanaerobaculum,0.319545911,P
B_Scytonema,B_Lachnoanaerobaculum,0.323286183,P
B_Kordiimonas,B_Lachnoanaerobaculum,0.339344872,P
B_Haematobacter,B_Lachnoanaerobaculum,0.29060596,P
B_Phycicoccus,B_Lachnoanaerobaculum,0.30625032,P
B_Ochrobactrum,B_Lachnoanaerobaculum,0.360512597,P
B_Chitinophaga,B_Lachnoanaerobaculum,0.336520271,P
B_Acholeplasma,B_Lachnoanaerobaculum,0.327639309,P
B_Oscillatoria,B_Lachnoanaerobaculum,0.279547583,P
B_Defluviimonas,B_Lachnoanaerobaculum,0.310341714,P
F_Diploospora,B_Lachnoanaerobaculum,0.344066376,P
F_Velutarina,B_Lachnoanaerobaculum,0.355235166,N
F_Ascitendus,B_Lachnoanaerobaculum,0.308199211,N
F_Boothiomyces,B_Lachnoanaerobaculum,0.281808125,N
F_Lobosporangium,B_Lachnoanaerobaculum,0.287640683,N
B_Saccharomonospora,B_Paraburkholderia,0.353375382,P
F_Dematiopleospora,B_Paraburkholderia,0.347519463,P
F_Placopyrenium,B_Paraburkholderia,0.276333551,P
F_Phaeopyxis,B_Paraburkholderia,0.31135119,P
F_Sporothrix,B_Paraburkholderia,0.275878352,P
B_Aquabacterium,B_Peptoniphilus,0.275847773,P
B_Solimonas,B_Peptoniphilus,0.315963321,P
B_Aphanizomenon,B_Peptoniphilus,0.280357079,P
F_Kazachstania,B_Peptoniphilus,0.327357305,N
B_Altererythrobacter,B_Delftia,0.303515344,P
B_Cellulomonas,B_Delftia,0.350747745,P
B_Sinorhizobium,B_Delftia,0.283402976,P
B_Pontibacter,B_Delftia,0.375726502,P
B_Solimonas,B_Delftia,0.322718119,P
B_Sorangium,B_Delftia,0.282378093,P
B_Phycicoccus,B_Delftia,0.302555752,P
B_Mobiluncus,B_Delftia,0.308985934,P
B_Chitinophaga,B_Delftia,0.320823962,P
B_Acholeplasma,B_Delftia,0.288195559,P
B_Kineococcus,B_Delftia,0.282488362,P
B_Defluviimonas,B_Delftia,0.278906248,P
F_Parastagonospora,B_Delftia,0.276972095,N
F_Diploospora,B_Delftia,0.287105553,P
F_Placidium,B_Delftia,0.29236675,N
F_Lopezaria,B_Delftia,0.341484846,P
F_Trametes,B_Delftia,0.314769723,P
F_Claroideoglomus,B_Delftia,0.299100731,N
B_Phenylobacterium,B_Thioclava,0.280136277,P
B_Pedobacter,B_Thioclava,0.305652852,P
B_Alistipes,B_Thioclava,0.367201814,P
B_Luteimonas,B_Thioclava,0.282030419,P
B_Corallococcus,B_Thioclava,0.349331236,P
B_Tsukamurella,B_Thioclava,0.311719016,P
B_Granulicatella,B_Thioclava,0.291044532,P
B_Solimonas,B_Thioclava,0.307101024,P
B_Zymomonas,B_Thioclava,0.300666193,P
B_Lutibacter,B_Thioclava,0.298801098,P
B_Micropruina,B_Thioclava,0.274801711,P
B_Gemmata,B_Thioclava,0.343214177,P
B_Apibacter,B_Thioclava,0.304321368,P
B_Asticcacaulis,B_Thioclava,0.337799837,P
B_Acidiphilium,B_Thioclava,0.281873527,P
B_Methylophaga,B_Thioclava,0.319071018,P
B_Chromohalobacter,B_Thioclava,0.296956317,P
B_Listeria,B_Thioclava,0.273557566,P
B_Luteipulveratus,B_Thioclava,0.280967672,P
B_Dyella,B_Thioclava,0.275491399,P
F_Scheffersomyces,B_Thioclava,0.279634498,P
F_Tulostoma,B_Thioclava,0.284887025,N
F_Phellinus,B_Thioclava,0.29084564,P
F_Macrohyporia,B_Thioclava,0.299487164,P
F_Bullera,B_Thioclava,0.286870224,P
B_Phenylobacterium,B_Devosia,0.366823555,P
B_Dyadobacter,B_Devosia,0.273771668,P
B_Auritidibacter,B_Devosia,0.412646449,P
B_Spirochaeta,B_Devosia,0.400805423,P
B_Dermabacter,B_Devosia,0.279759583,P
B_Labrys,B_Devosia,0.294493811,P
B_Agrococcus,B_Devosia,0.291657173,P
B_Micavibrio,B_Devosia,0.335870531,P
B_Saprospira,B_Devosia,0.279249364,P
B_Arcobacter,B_Devosia,0.277008988,P
F_Pleurotus,B_Devosia,0.318739977,P
F_Septoglomus,B_Devosia,0.28400737,N
F_Mortierella,B_Devosia,0.294358161,N
B_Tessaracoccus,B_Schaalia,0.296998868,P
B_Corallococcus,B_Schaalia,0.286418756,P
B_Apibacter,B_Schaalia,0.386206732,P
B_Scytonema,B_Schaalia,0.374491784,P
B_Macrococcus,B_Schaalia,0.275382315,P
B_Thiomonas,B_Schaalia,0.294784356,P
B_Actinomadura,B_Schaalia,0.307128962,P
B_Bacteroides,B_Arthrobacter,0.323240788,P
B_Nocardia,B_Arthrobacter,0.301402576,P
B_Xanthomonas,B_Arthrobacter,0.31587558,P
B_Alistipes,B_Arthrobacter,0.332050814,P
B_Candidatus Saccharimonas,B_Arthrobacter,0.290849437,P
B_Corallococcus,B_Arthrobacter,0.302846301,P
B_Martelella,B_Arthrobacter,0.362598192,P
B_Solimonas,B_Arthrobacter,0.279730776,P
B_Lutibacter,B_Arthrobacter,0.279419856,P
B_Apibacter,B_Arthrobacter,0.275491319,P
B_Acidiphilium,B_Arthrobacter,0.31626562,P
B_Chromohalobacter,B_Arthrobacter,0.324750777,P
B_Aphanizomenon,B_Arthrobacter,0.309762598,P
F_Petractis,B_Arthrobacter,0.284819094,P
F_Trametes,B_Arthrobacter,0.296703982,P
F_Kondoa,B_Shigella,0.328001836,P
B_Phenylobacterium,B_Bacteroides,0.327796972,P
B_Xanthomonas,B_Bacteroides,0.354798071,P
B_Alistipes,B_Bacteroides,0.387070991,P
B_Candidatus Saccharimonas,B_Bacteroides,0.478033877,P
B_Luteimonas,B_Bacteroides,0.283405463,P
B_Corallococcus,B_Bacteroides,0.365094621,P
B_Arsenicicoccus,B_Bacteroides,0.311154355,P
B_Tsukamurella,B_Bacteroides,0.286692664,P
B_Pontibacter,B_Bacteroides,0.390352217,P
B_Martelella,B_Bacteroides,0.399868799,P
B_Solimonas,B_Bacteroides,0.328756346,P
B_Lutibacter,B_Bacteroides,0.424523631,P
B_Apibacter,B_Bacteroides,0.350632251,P
B_Micavibrio,B_Bacteroides,0.307036851,P
B_Modestobacter,B_Bacteroides,0.346643834,P
B_Pectobacterium,B_Bacteroides,0.296322929,P
B_Aphanizomenon,B_Bacteroides,0.341399717,P
F_Diploospora,B_Bacteroides,0.287052718,P
F_Phellinus,B_Bacteroides,0.295786729,P
F_Trametes,B_Bacteroides,0.291967034,P
F_Macrohyporia,B_Bacteroides,0.341877819,P
F_Ramicandelaber,B_Bacteroides,0.277769132,P
B_Salinicoccus,B_Saccharospirillum,0.278362572,P
B_Terriglobus,B_Saccharospirillum,0.295367977,P
B_Kitasatospora,B_Saccharospirillum,0.287546428,P
B_Geodermatophilus,B_Saccharospirillum,0.311291461,P
F_Discostroma,B_Saccharospirillum,0.297881233,P
B_Altererythrobacter,B_Anaerobutyricum,0.296905441,P
